"","Loc1","Loc2","Loc3","Loc4","Loc5","Loc6","Loc7","Loc8","Loc9","Loc10","Loc11","Loc12","Loc13","Loc14","Loc15","Loc16","Loc17","Loc18","Loc19","Loc20","Loc21","Loc22","Loc23","Loc24","Loc25","Loc26","Loc27","Loc28","Loc29","Loc30","Loc31","Loc32","Loc33","Loc34","Loc35","Loc36","Loc37","Loc38","Loc39","Loc40","Loc41","Loc42","Loc43","Loc44","Loc45","Loc46","Loc47","Loc48","Loc49","Loc50","Loc51","Loc52","Loc53","Loc54","Loc55","Loc56","Loc57","Loc58","Loc59","Loc60","Loc61","Loc62","Loc63","Loc64","Loc65","Loc66","Loc67","Loc68","Loc69","Loc70","Loc71","Loc72","Loc73","Loc74","Loc75","Loc76","Loc77","Loc78","Loc79","Loc80","Loc81","Loc82","Loc83","Loc84","Loc85","Loc86","Loc87","Loc88","Loc89","Loc90","Loc91","Loc92","Loc93","Loc94","Loc95","Loc96","Loc97","Loc98","Loc99","Loc100"
"signal1",5,2,4,3,4,1,4,6,3,3,1,6,1,4,2,7,6,11,2,4,7,5,9,0,1,2,9,4,4,3,0,6,6,4,3,2,0,11,5,0,1,4,1,3,3,8,2,4,3,4,1,1,1,1,0,1,10,6,2,4,4,4,4,4,10,7,7,3,5,3,5,0,0,1,4,5,0,3,1,2,0,21,6,7,1,5,27,4,15,0,11,2,2,3,14,5,6,0,6,2
"signal2",4,2,4,1,9,0,2,18,6,21,2,2,2,6,6,0,4,3,3,2,0,2,10,15,11,1,4,10,0,0,8,1,6,11,4,3,5,5,7,3,6,10,0,4,4,1,2,6,8,12,0,3,1,2,6,7,7,4,5,13,1,12,4,5,1,6,4,2,1,15,3,14,5,2,8,4,0,1,8,3,0,5,6,1,2,19,8,1,6,1,6,9,1,0,2,10,2,2,16,7
"signal3",3,9,6,0,11,1,3,9,7,7,2,13,8,18,0,0,17,3,15,8,21,9,15,2,5,1,2,2,17,0,5,13,1,2,6,2,1,7,6,1,1,1,4,4,6,2,0,2,1,4,0,8,1,1,1,5,4,5,10,3,8,2,3,6,9,2,6,6,1,3,5,1,4,3,1,4,3,2,7,7,0,3,16,15,2,9,6,3,2,15,6,5,1,0,8,1,15,3,3,6
"signal4",6,2,4,11,4,3,0,15,13,1,5,5,0,0,0,2,3,1,3,3,4,8,4,14,8,4,2,1,3,1,8,1,0,5,7,6,3,2,3,0,1,10,0,8,4,12,4,5,0,0,0,11,0,4,17,3,4,5,7,2,4,11,7,7,2,11,5,11,3,2,2,14,0,2,6,6,2,1,11,17,0,17,0,6,0,8,7,0,3,8,0,4,1,0,2,6,5,4,6,5
"signal5",0,3,9,4,9,0,4,6,15,7,4,2,12,5,5,1,0,7,20,9,0,11,8,9,3,2,0,3,8,3,0,3,5,2,1,7,10,1,4,0,4,15,1,0,3,9,1,1,5,7,2,0,2,5,9,7,5,2,5,7,7,5,0,0,2,2,0,1,10,1,5,4,1,12,2,9,6,6,5,4,1,17,8,1,6,3,13,2,4,2,14,3,4,10,5,17,3,4,8,8
"signal6",6,21,10,6,8,0,7,2,7,3,0,4,8,5,2,0,14,6,3,8,8,1,3,5,3,2,3,2,0,1,4,8,0,6,6,7,2,5,15,3,2,0,5,3,7,17,3,3,5,4,1,2,0,23,7,7,1,4,4,12,4,8,2,5,6,4,8,18,3,5,11,4,3,0,11,6,0,3,0,17,0,4,8,1,2,5,3,2,15,12,5,19,7,8,4,14,4,5,6,27
"signal7",3,7,23,1,2,1,1,6,12,0,1,0,6,3,2,6,2,2,10,0,0,1,4,6,3,1,5,8,14,2,4,5,3,10,5,1,10,7,9,1,2,8,5,2,2,2,0,13,11,1,5,14,4,5,10,1,2,1,20,8,8,4,12,21,9,5,7,1,13,10,8,10,7,2,4,16,0,2,5,13,0,14,7,2,1,6,2,1,3,3,3,8,8,14,1,7,4,14,7,12
"signal8",11,3,9,23,3,1,16,11,2,8,1,4,16,15,0,10,13,10,15,3,4,5,7,4,8,1,3,10,9,1,12,4,4,7,9,7,4,6,7,2,1,6,1,17,18,8,0,5,10,4,1,1,0,0,19,11,5,6,21,1,2,5,16,10,13,4,7,4,9,14,1,9,1,6,3,25,4,3,8,5,0,7,10,2,4,5,7,3,12,10,0,4,5,9,1,1,12,12,2,1
"signal9",10,10,10,4,6,2,8,8,16,11,7,1,4,8,0,1,4,15,9,19,4,12,9,4,5,2,2,7,1,1,3,8,4,11,1,3,18,2,6,0,0,19,2,10,8,2,2,5,3,3,3,7,3,6,1,8,3,2,10,6,4,7,4,16,3,6,7,15,16,3,0,5,0,3,3,6,4,0,4,0,3,17,14,9,5,4,7,0,3,0,6,2,6,1,2,5,8,11,19,5
"signal10",4,0,3,2,16,1,6,5,1,6,3,16,12,12,1,4,0,9,7,2,0,0,4,8,9,1,7,10,7,1,5,3,1,5,6,16,5,1,16,3,0,5,4,1,3,3,1,5,10,10,1,0,2,0,14,1,0,4,21,4,5,4,4,4,8,7,3,1,2,2,18,0,2,8,5,2,0,1,5,5,2,3,3,0,6,3,3,4,24,6,4,12,6,9,2,1,1,3,16,4
"signal11",17,3,9,6,4,1,4,7,4,4,2,2,3,0,3,6,2,9,14,8,6,8,3,11,2,11,6,9,8,2,3,22,4,6,0,11,1,14,13,2,1,1,1,1,4,3,5,8,1,9,0,1,0,4,10,5,9,5,12,15,2,6,4,3,5,7,4,1,8,11,18,2,4,5,6,8,0,4,4,7,5,13,5,4,3,2,3,1,2,9,6,7,3,3,9,1,4,18,4,1
"signal12",2,1,1,3,2,2,1,6,21,4,0,3,16,2,0,4,3,4,16,7,10,1,5,16,13,1,5,2,1,3,0,2,1,2,2,9,0,8,3,0,5,3,0,7,2,5,1,2,1,1,2,3,0,2,22,4,9,1,8,7,4,5,2,5,1,5,10,2,2,15,7,4,0,7,4,2,3,0,12,9,0,17,1,8,0,14,7,3,7,14,5,11,6,9,7,6,9,2,5,5
