"","Loc1","Loc2","Loc3","Loc4","Loc5","Loc6","Loc7","Loc8","Loc9","Loc10","Loc11","Loc12","Loc13","Loc14","Loc15","Loc16","Loc17","Loc18","Loc19","Loc20","Loc21","Loc22","Loc23","Loc24","Loc25","Loc26","Loc27","Loc28","Loc29","Loc30","Loc31","Loc32","Loc33","Loc34","Loc35","Loc36","Loc37","Loc38","Loc39","Loc40","Loc41","Loc42","Loc43","Loc44","Loc45","Loc46","Loc47","Loc48","Loc49","Loc50","Loc51","Loc52","Loc53","Loc54","Loc55","Loc56","Loc57","Loc58","Loc59","Loc60","Loc61","Loc62","Loc63","Loc64","Loc65","Loc66","Loc67","Loc68","Loc69","Loc70","Loc71","Loc72","Loc73","Loc74","Loc75","Loc76","Loc77","Loc78","Loc79","Loc80","Loc81","Loc82","Loc83","Loc84","Loc85","Loc86","Loc87","Loc88","Loc89","Loc90","Loc91","Loc92","Loc93","Loc94","Loc95","Loc96","Loc97","Loc98","Loc99","Loc100"
"signal1",2,2,1,1,1,1,4,2,3,3,1,6,0,1,2,2,2,11,2,4,7,1,3,0,1,2,9,1,4,3,0,6,2,4,3,2,0,11,2,0,1,4,1,0,1,8,2,4,2,4,1,0,1,1,0,0,4,3,0,1,2,1,4,4,10,3,2,0,2,3,5,0,0,1,1,5,0,3,1,1,0,21,2,2,1,2,11,2,2,3,8,17,2,1,2,2,6,0,2,0
"signal2",2,2,1,0,2,2,2,2,12,12,8,8,3,0,3,6,0,4,3,3,2,0,1,10,15,4,1,0,10,0,0,8,0,6,11,4,3,5,1,3,3,13,2,0,1,3,0,8,4,4,0,1,3,2,1,3,5,2,4,1,4,2,6,4,1,4,1,0,3,1,10,8,2,1,7,0,6,1,2,3,1,2,1,3,3,0,1,3,0,2,19,8,1,6,0,1,9,9,1,4
"signal3",0,2,6,0,1,4,6,0,11,2,1,9,3,2,2,5,2,18,2,0,17,1,7,8,21,3,11,0,10,3,1,6,1,17,1,5,13,1,0,2,1,1,3,2,1,6,0,11,1,6,0,0,1,1,1,0,3,1,0,0,1,1,5,10,3,2,0,2,3,6,9,2,1,6,0,3,2,0,4,2,0,4,3,2,7,3,0,1,2,2,5,10,1,2,4,2,8,1,5,1
"signal4",2,1,6,13,0,2,2,2,11,4,3,0,5,1,3,0,3,1,0,10,7,2,0,2,3,0,2,2,1,0,0,4,2,6,3,2,1,10,1,5,0,3,1,2,0,0,2,7,1,3,1,1,0,6,3,0,3,1,5,4,2,0,0,0,11,0,1,6,0,4,5,7,0,4,4,5,2,0,11,2,4,3,0,0,14,0,0,2,2,6,3,11,7,13,3,0,6,0,4,3
"signal5",0,3,3,0,1,0,0,1,6,5,0,6,1,0,1,3,2,2,2,4,6,7,3,10,2,4,2,5,1,0,3,20,3,0,11,8,9,3,2,0,1,8,3,0,1,5,0,1,3,10,0,2,0,11,6,1,2,4,0,3,1,1,7,5,0,0,0,0,0,1,10,1,1,4,0,12,1,3,14,6,2,4,1,7,2,2,4,2,2,2,2,1,2,14,1,1,10,2,5,1
"signal6",0,3,3,2,1,3,16,0,3,4,0,4,1,1,0,3,1,1,4,8,5,2,0,14,6,2,8,3,1,1,2,3,2,3,2,0,4,4,3,0,1,6,2,1,2,15,3,7,0,16,1,6,1,7,1,2,1,1,0,0,0,3,10,10,5,1,3,1,1,12,4,8,1,5,1,4,2,6,3,1,4,8,0,1,1,2,0,3,8,0,17,2,2,8,0,1,5,0,2,6
"signal7",2,5,8,1,3,1,14,0,5,6,12,9,2,4,1,1,1,3,1,6,12,0,1,0,6,1,9,1,3,0,1,1,0,1,4,6,3,3,2,2,5,4,0,2,1,0,0,8,0,1,2,0,4,7,3,1,2,3,5,0,0,0,3,13,11,0,5,5,3,8,7,0,1,2,4,4,2,3,4,4,3,4,9,0,5,0,1,4,6,10,8,10,3,2,2,6,0,1,1,5
"signal8",0,2,2,0,0,1,2,1,3,3,0,8,2,4,0,5,4,10,5,23,3,1,6,22,5,1,16,6,9,5,0,11,4,4,6,5,3,1,2,3,0,16,1,4,2,5,3,4,3,5,0,4,3,9,1,2,0,3,0,1,0,0,18,1,4,2,2,2,1,6,4,17,7,5,0,5,2,0,1,2,1,2,2,1,0,5,3,4,1,6,21,1,1,5,6,4,5,0,0,0
"signal9",4,18,7,2,0,3,2,1,3,25,4,6,3,1,3,0,7,6,5,12,10,0,1,5,9,0,1,4,12,0,0,10,3,0,8,2,2,8,3,5,1,4,1,2,5,10,4,13,0,1,1,5,2,6,0,4,4,3,1,1,2,0,7,1,5,1,2,2,2,16,1,4,1,2,0,19,2,3,8,1,2,5,0,2,10,2,1,1,2,22,0,6,8,4,6,0,6,2,6,2
"signal10",1,5,0,0,4,0,7,4,1,2,3,17,5,1,2,1,2,3,3,0,6,1,2,1,2,2,8,3,5,4,0,9,7,7,3,3,1,2,3,4,6,10,6,1,3,9,2,4,2,0,1,1,0,1,10,2,7,4,1,0,1,3,0,14,1,0,1,7,0,5,4,4,1,8,2,3,0,1,2,6,5,8,13,1,3,4,0,0,1,4,0,2,5,0,3,10,6,1,4,5
"signal11",4,15,3,1,2,4,10,1,4,6,0,1,1,0,1,1,2,4,4,5,2,1,0,7,6,1,9,5,6,2,3,3,3,17,25,13,1,16,0,1,2,2,1,1,1,6,0,11,0,14,5,4,2,8,2,2,0,0,1,7,2,2,5,10,4,4,0,3,3,1,8,11,7,3,2,2,2,3,2,4,1,7,5,6,5,1,0,1,2,5,2,9,2,7,1,1,9,0,1,7
"signal12",4,5,0,2,2,0,3,0,5,1,2,21,1,0,1,6,4,2,15,9,16,6,1,5,2,0,8,0,2,0,0,2,3,5,5,1,3,1,4,0,2,3,0,1,8,8,0,8,1,2,2,2,1,2,1,0,2,4,0,0,5,0,4,4,2,2,1,3,3,0,12,9,0,17,0,8,0,6,5,4,4,8,2,4,6,3,2,2,3,2,5,5,3,2,0,2,5,2,2,2
"signal13",7,5,3,9,0,6,4,0,4,4,1,6,2,0,6,2,2,2,7,5,7,5,1,4,6,3,9,1,18,2,1,8,0,5,0,14,4,7,0,3,10,8,3,3,2,4,2,10,1,11,5,2,2,7,3,4,5,0,2,1,3,2,5,7,1,3,2,5,4,14,9,13,0,5,4,0,1,1,2,1,1,15,9,1,8,5,2,3,1,13,5,1,5,4,0,0,8,7,3,2
"signal14",3,11,2,0,1,5,4,4,3,4,2,1,5,3,3,1,2,9,21,6,6,2,0,5,1,3,6,0,22,2,2,5,0,7,3,4,5,2,5,1,0,7,1,1,4,7,3,13,3,8,2,4,5,6,3,3,3,5,1,2,1,3,19,8,13,8,0,0,0,11,1,15,7,5,2,18,1,0,4,1,1,2,7,0,9,0,1,3,1,4,3,8,4,13,3,4,5,1,4,6
"signal15",0,4,3,0,1,0,0,4,9,8,1,3,3,0,2,1,1,10,5,16,10,5,0,2,5,2,0,6,5,2,1,4,0,13,13,8,2,12,2,0,0,0,3,0,3,11,0,1,2,3,1,6,0,0,4,2,5,0,2,2,1,2,3,16,1,0,0,1,1,11,11,1,3,4,0,4,6,1,1,1,2,2,0,3,5,0,4,0,1,6,6,1,1,9,3,5,3,0,5,1
"signal16",1,11,3,0,1,1,20,2,20,9,1,0,0,0,0,2,3,2,29,5,10,2,1,2,3,2,6,3,2,1,1,2,3,4,8,2,5,5,0,1,2,1,3,3,3,6,3,4,1,11,1,2,3,6,2,4,2,1,3,4,4,1,5,9,6,0,1,1,4,9,11,9,0,16,1,14,1,2,1,4,3,5,3,0,2,0,3,0,0,8,18,4,0,8,4,7,1,7,2,1
"signal17",3,3,6,1,3,1,9,5,2,0,0,10,2,0,0,2,2,4,2,0,5,0,2,0,5,3,1,3,7,0,3,0,1,4,0,2,5,7,4,2,2,4,0,0,1,0,0,2,2,13,0,1,0,2,7,5,1,0,2,1,5,0,13,1,12,2,0,0,0,6,7,2,2,4,1,10,1,4,8,3,2,4,0,5,8,0,5,0,0,6,3,5,5,0,5,4,4,5,1,1
"signal18",3,12,5,0,4,0,8,1,1,11,3,2,2,7,0,2,1,1,11,4,7,2,0,6,10,1,0,3,12,1,4,3,2,18,4,9,2,8,2,0,1,4,1,1,0,9,1,15,0,3,1,3,1,3,1,1,1,1,3,4,0,1,5,1,2,3,2,1,1,4,13,1,0,7,0,15,1,0,8,2,0,15,2,2,2,4,1,2,4,2,0,2,0,1,0,0,6,1,7,0
