"","Loc1","Loc2","Loc3","Loc4","Loc5","Loc6","Loc7","Loc8","Loc9","Loc10","Loc11","Loc12","Loc13","Loc14","Loc15","Loc16","Loc17","Loc18","Loc19","Loc20","Loc21","Loc22","Loc23","Loc24","Loc25","Loc26","Loc27","Loc28","Loc29","Loc30","Loc31","Loc32","Loc33","Loc34","Loc35","Loc36","Loc37","Loc38","Loc39","Loc40","Loc41","Loc42","Loc43","Loc44","Loc45","Loc46","Loc47","Loc48","Loc49","Loc50","Loc51","Loc52","Loc53","Loc54","Loc55","Loc56","Loc57","Loc58","Loc59","Loc60","Loc61","Loc62","Loc63","Loc64","Loc65","Loc66","Loc67","Loc68","Loc69","Loc70","Loc71","Loc72","Loc73","Loc74","Loc75","Loc76","Loc77","Loc78","Loc79","Loc80","Loc81","Loc82","Loc83","Loc84","Loc85","Loc86","Loc87","Loc88","Loc89","Loc90","Loc91","Loc92","Loc93","Loc94","Loc95","Loc96","Loc97","Loc98","Loc99","Loc100"
"signal1",2,2,1,1,1,1,1,2,1,1,1,2,0,1,2,2,2,11,0,1,7,1,3,0,1,2,9,1,2,3,0,6,2,4,3,2,0,5,2,0,1,4,1,0,1,2,2,4,2,4,1,0,1,0,0,0,4,3,0,1,2,1,4,4,3,0,7,0,2,1,1,0,0,0,1,5,0,3,1,1,0,8,1,5,2,0,0,6,2,3,0,2,0,4,1,1,1,2,2,1
"signal2",2,12,5,8,2,3,0,3,6,0,0,1,1,0,0,1,2,5,1,0,2,3,0,4,8,0,6,5,1,0,1,5,3,6,13,10,0,2,1,0,2,6,2,5,0,3,1,6,0,7,2,1,1,6,0,4,1,0,3,0,4,2,7,1,7,0,6,1,0,3,1,0,1,3,1,1,1,3,1,0,8,4,2,2,4,2,1,3,9,1,4,0,0,16,2,1,9,2,0,5
"signal3",1,3,2,2,4,0,1,1,1,0,2,2,3,1,2,7,2,0,7,1,5,0,3,5,6,2,10,8,8,0,3,6,1,6,1,11,1,2,0,0,1,1,1,0,3,1,0,1,1,4,1,3,1,0,4,2,0,0,3,2,3,1,6,6,0,1,2,0,2,2,0,1,3,2,2,7,0,1,16,6,1,5,5,2,2,5,1,2,1,6,13,0,2,2,2,4,4,3,0,5
"signal4",1,8,0,3,0,0,3,2,2,0,0,0,0,0,2,0,0,3,1,2,6,1,1,1,10,1,14,0,0,1,2,1,0,5,7,6,1,1,1,0,1,10,0,3,1,5,4,5,0,0,0,3,0,3,7,2,0,2,1,3,0,2,11,7,3,0,3,1,2,0,3,3,6,1,0,2,2,2,6,1,3,1,2,1,17,0,1,1,5,4,3,0,0,8,0,1,1,0,1,2
"signal5",2,4,2,1,0,1,3,2,1,0,1,2,7,3,4,1,4,2,5,0,0,3,7,4,6,4,11,1,4,2,2,0,1,8,8,0,1,2,0,0,3,10,0,2,0,4,6,4,2,11,0,3,1,1,1,2,0,0,0,0,0,4,1,5,1,0,6,1,3,6,6,2,1,1,7,2,2,4,5,2,0,0,0,2,14,1,1,4,2,5,1,0,1,8,2,1,6,7,0,0
"signal6",1,1,1,1,1,0,3,1,0,1,2,4,6,1,2,4,3,1,1,2,3,2,1,2,0,1,4,3,0,1,2,7,1,5,15,9,1,1,5,1,3,17,3,1,2,1,1,1,0,0,3,4,4,2,1,3,1,1,5,2,4,1,5,6,1,2,6,1,1,4,3,0,1,0,2,0,3,8,0,8,0,2,2,0,10,0,6,0,2,6,2,1,8,3,3,1,14,0,1,2
"signal7",12,9,2,4,1,1,1,1,0,2,4,3,0,1,1,0,4,2,1,1,2,1,0,1,1,2,6,0,1,2,2,14,2,4,5,3,4,2,0,4,3,9,1,2,3,5,0,2,0,3,4,5,1,3,4,5,4,2,4,0,0,0,20,8,3,1,4,3,1,9,0,1,0,1,4,17,1,3,10,3,0,2,6,0,3,1,5,0,1,2,0,0,1,2,1,1,3,0,2,2
"signal8",4,0,5,4,3,4,2,4,1,5,0,4,1,3,3,0,0,6,0,3,3,1,4,6,11,1,4,1,3,1,0,10,3,9,4,5,0,3,0,1,0,0,7,0,1,2,4,19,4,12,0,2,2,4,1,3,6,0,2,4,2,1,7,0,5,3,4,1,2,7,2,1,5,0,10,5,1,2,10,5,3,0,1,4,18,7,2,0,3,1,1,1,10,9,1,1,3,2,3,2
"signal9",1,0,3,2,2,3,5,4,0,1,2,3,0,0,4,4,0,3,1,0,10,3,0,8,2,0,8,3,5,1,1,3,2,14,9,1,3,0,2,4,8,4,0,3,4,4,3,4,1,5,0,2,0,1,1,2,2,2,5,1,0,1,2,6,0,0,8,1,3,2,2,6,2,1,2,22,0,2,17,2,6,0,2,2,15,7,1,2,0,0,4,0,2,13,5,0,9,6,1,3
"signal10",2,3,1,0,1,0,2,1,2,0,1,2,2,0,4,2,3,13,1,2,0,1,0,16,23,2,1,3,3,6,3,6,2,0,10,13,1,3,3,2,1,6,0,1,1,0,0,28,3,10,3,1,0,1,3,0,5,0,1,4,1,4,7,3,0,1,0,6,5,2,13,1,0,4,0,1,1,0,0,0,5,0,3,10,6,1,4,5,4,1,3,0,9,1,3,1,11,2,1,0
"signal11",0,4,0,1,1,2,1,0,2,0,1,0,3,2,1,3,5,6,2,3,3,3,5,3,2,3,6,2,5,0,7,2,1,4,2,5,1,1,2,0,4,4,0,6,5,2,1,1,1,1,2,0,5,3,0,4,0,0,0,2,3,0,4,5,1,1,4,1,2,1,1,2,3,2,0,8,5,7,3,2,1,2,3,0,12,2,4,0,6,3,0,1,2,5,0,3,6,2,1,1
"signal12",3,1,1,7,4,1,0,2,2,0,1,0,2,0,2,9,3,0,0,6,11,0,1,3,4,5,1,3,3,5,0,14,6,8,0,3,0,3,0,0,0,2,0,3,1,1,0,3,0,11,2,1,2,1,2,1,0,1,8,2,0,3,4,2,2,2,1,0,1,0,2,4,0,0,5,4,1,1,2,2,1,3,3,0,12,3,0,8,0,1,0,6,1,11,4,4,5,4,2,3
"signal13",2,6,3,1,2,2,3,0,0,2,1,2,2,2,7,2,3,21,3,6,4,0,1,4,3,2,4,0,6,2,2,2,3,5,7,13,1,0,2,3,3,2,0,2,3,3,0,4,3,5,11,5,1,2,0,3,10,3,3,3,2,2,5,10,1,5,5,2,2,1,1,1,2,0,2,5,3,2,5,3,0,3,2,5,11,6,4,4,5,1,2,0,1,6,1,0,5,5,1,0
"signal14",5,10,1,4,7,3,2,3,4,2,0,1,5,2,4,1,1,7,0,5,7,3,1,5,9,9,3,2,2,0,1,3,4,7,6,2,11,3,0,0,0,7,1,1,2,1,5,3,0,7,1,1,4,2,3,4,8,2,1,3,5,1,5,3,3,6,2,2,1,1,4,0,1,0,2,3,1,8,13,0,0,5,0,6,8,0,0,6,0,0,1,3,2,18,1,0,4,1,1,1
"signal15",7,0,4,0,1,3,1,1,0,4,4,5,3,4,1,1,4,16,0,2,1,2,3,2,0,4,9,2,1,2,3,0,2,5,4,10,2,7,0,2,2,3,3,4,5,0,1,16,3,9,2,0,0,0,3,0,3,4,0,0,2,1,4,15,2,0,4,2,5,0,2,2,1,2,1,16,0,0,1,1,1,5,5,0,9,2,2,1,6,1,0,1,2,2,0,3,5,0,4,0
"signal16",1,6,2,0,1,3,3,5,0,0,5,1,1,5,3,0,1,2,8,1,10,1,1,13,3,0,8,0,2,3,1,29,2,10,7,4,0,0,2,2,3,2,1,1,0,3,1,8,0,5,1,1,0,1,2,0,3,3,3,2,3,1,3,11,1,2,3,2,2,4,2,1,3,4,4,2,1,4,6,0,1,1,4,3,11,3,0,5,3,5,1,1,2,1,4,3,5,3,0,1
"signal17",0,11,3,3,1,5,1,0,3,7,3,2,2,1,2,1,6,4,3,1,9,5,0,0,0,3,4,1,1,1,2,9,5,8,2,10,3,2,0,0,2,3,3,1,0,1,0,0,1,5,2,4,2,2,1,0,0,1,0,0,1,2,13,2,1,0,0,7,5,1,0,2,1,5,0,13,0,3,2,1,2,7,0,2,4,1,3,1,2,2,3,2,2,0,5,2,1,5,0,0
"signal18",2,3,2,5,0,5,4,2,5,1,1,3,4,1,0,4,0,8,1,0,11,3,1,6,20,1,6,1,0,3,0,1,2,1,6,10,1,0,3,4,3,4,1,2,8,3,0,4,5,3,2,0,1,1,1,1,0,4,1,6,0,0,4,9,6,0,3,1,1,1,3,4,0,1,2,1,1,3,7,1,1,1,4,5,9,0,2,0,6,1,1,1,2,8,1,1,11,1,4,1
"signal19",2,11,0,0,0,0,0,0,0,2,1,7,0,0,0,0,0,3,0,3,4,3,1,7,4,5,2,1,3,1,0,5,3,4,5,3,1,2,0,1,2,6,4,2,2,0,0,3,0,18,1,0,2,0,0,0,1,0,2,4,0,1,5,7,3,1,1,1,0,0,5,4,1,5,1,3,3,1,19,1,1,3,1,6,3,2,1,1,2,0,5,1,0,0,0,1,1,1,4,4
"signal20",2,1,2,6,1,4,2,0,0,0,1,1,1,4,1,0,0,3,0,1,4,0,1,4,5,0,6,2,5,2,2,20,0,2,5,0,0,5,2,0,1,6,1,1,5,0,0,8,1,1,12,4,2,1,0,1,4,5,1,2,3,7,4,0,1,1,1,2,3,1,0,1,3,1,0,6,5,1,2,1,5,11,2,0,3,3,0,0,4,2,1,1,3,4,2,0,10,1,3,1
"signal21",0,9,3,4,5,3,1,3,2,2,0,3,0,1,1,9,3,1,1,2,17,1,1,2,3,7,2,1,3,0,6,5,5,8,5,1,5,2,1,5,0,4,1,4,2,0,4,2,0,0,0,0,4,5,0,1,0,0,3,0,3,0,3,4,0,0,1,0,9,0,1,4,0,2,4,14,4,1,6,2,4,2,4,0,1,0,0,0,0,2,3,0,0,5,1,0,3,4,4,6
"signal22",4,0,1,0,6,3,8,3,4,2,0,1,2,0,3,5,0,3,3,3,12,3,2,3,4,2,8,1,0,3,0,2,0,2,5,5,4,3,0,2,1,0,1,4,5,6,2,6,0,12,0,2,2,0,6,0,4,1,2,0,0,2,7,24,0,1,1,3,0,3,1,4,0,1,4,6,5,4,8,2,4,5,2,1,10,3,0,0,7,1,5,2,0,3,3,4,3,7,2,4
"signal23",3,9,1,0,5,0,2,3,4,3,1,2,1,2,0,0,3,0,0,1,0,4,1,2,8,1,8,2,1,1,3,8,4,5,3,1,5,1,1,5,1,4,1,1,1,2,0,6,3,2,1,4,3,3,2,0,2,2,5,1,3,1,1,3,2,0,2,1,0,3,4,1,1,0,2,3,4,3,16,3,1,0,1,0,14,2,1,3,5,3,0,7,0,3,3,2,4,0,1,1
"signal24",2,0,3,1,6,2,3,1,0,0,2,1,0,4,0,3,3,2,0,1,4,0,6,10,10,0,4,2,1,1,2,9,1,7,10,12,3,0,2,1,0,4,2,0,3,5,1,1,0,0,0,0,6,1,3,1,1,7,1,4,0,0,6,11,2,0,1,2,1,0,1,3,6,5,6,3,2,2,3,2,1,2,1,2,4,1,5,1,4,3,0,1,0,5,0,5,6,0,1,0
