"","Loc1","Loc2","Loc3","Loc4","Loc5","Loc6","Loc7","Loc8","Loc9","Loc10","Loc11","Loc12","Loc13","Loc14","Loc15","Loc16","Loc17","Loc18","Loc19","Loc20","Loc21","Loc22","Loc23","Loc24","Loc25","Loc26","Loc27","Loc28","Loc29","Loc30","Loc31","Loc32","Loc33","Loc34","Loc35","Loc36","Loc37","Loc38","Loc39","Loc40","Loc41","Loc42","Loc43","Loc44","Loc45","Loc46","Loc47","Loc48","Loc49","Loc50","Loc51","Loc52","Loc53","Loc54","Loc55","Loc56","Loc57","Loc58","Loc59","Loc60","Loc61","Loc62","Loc63","Loc64","Loc65","Loc66","Loc67","Loc68","Loc69","Loc70","Loc71","Loc72","Loc73","Loc74","Loc75","Loc76","Loc77","Loc78","Loc79","Loc80","Loc81","Loc82","Loc83","Loc84","Loc85","Loc86","Loc87","Loc88","Loc89","Loc90","Loc91","Loc92","Loc93","Loc94","Loc95","Loc96","Loc97","Loc98","Loc99","Loc100"
"signal1",2,2,1,1,1,1,4,2,3,1,1,6,0,1,2,2,2,11,2,4,7,1,3,0,1,2,9,1,2,3,0,6,2,4,3,2,0,11,2,0,1,4,1,0,1,8,2,4,2,4,1,0,1,1,0,0,4,3,0,1,2,1,4,4,3,0,7,0,2,1,5,0,0,1,1,5,0,3,1,1,0,21,2,2,1,2,11,2,2,3,8,17,2,1,2,2,6,0,2,0
"signal2",2,2,1,0,2,2,2,2,12,5,8,8,3,0,3,6,0,4,3,3,2,0,1,10,15,4,1,0,3,0,0,8,0,6,11,4,3,5,1,3,3,13,2,0,1,3,0,8,4,4,0,1,3,2,1,3,5,2,4,1,4,2,6,4,0,4,1,0,3,0,10,2,2,1,7,0,6,1,2,3,1,2,1,3,3,0,1,3,0,2,19,8,1,6,0,1,9,9,1,4
"signal3",0,2,6,0,1,4,6,0,11,1,1,9,3,2,2,5,2,18,2,0,17,1,7,8,21,3,11,0,3,2,1,2,1,17,1,5,13,1,0,2,1,1,3,2,1,6,0,11,1,6,0,0,1,1,1,0,3,1,0,0,1,1,5,10,1,2,0,2,3,2,9,1,1,6,0,3,2,0,4,2,0,4,3,2,7,3,0,1,2,2,5,10,1,2,4,2,8,1,5,1
"signal4",2,1,6,13,0,2,2,2,11,2,3,0,5,1,3,0,3,1,0,10,7,2,0,2,3,0,2,2,0,0,0,4,2,6,3,2,1,10,1,5,0,3,1,2,0,0,2,7,1,3,1,1,0,6,3,0,3,1,5,4,2,0,0,0,3,0,3,7,2,0,4,1,3,2,2,11,2,3,2,3,1,5,0,3,9,6,1,0,0,6,6,6,1,11,7,4,8,1,0,1
"signal5",1,12,4,3,0,0,8,0,4,0,0,2,2,2,0,2,1,0,3,9,4,3,0,4,6,7,7,4,1,4,0,14,4,0,7,20,9,0,3,5,2,2,7,2,0,3,4,8,0,3,2,0,0,7,4,0,2,0,4,6,1,2,11,2,3,1,1,1,2,0,2,0,0,1,4,1,1,1,1,6,1,9,6,6,5,1,1,7,0,6,11,3,0,7,0,0,7,6,0,5
"signal6",1,10,2,5,1,0,3,3,6,1,3,16,0,0,1,0,1,4,2,2,7,1,0,4,8,2,8,2,3,1,1,4,0,12,1,5,6,15,1,1,0,4,2,3,0,6,2,7,1,5,6,4,0,0,5,1,3,6,3,4,2,4,4,5,1,0,1,3,4,4,5,1,3,4,1,12,2,4,2,1,1,4,2,6,3,1,4,3,0,2,1,7,0,10,1,3,6,9,2,0
"signal7",3,2,2,0,2,6,4,1,19,3,3,4,6,0,1,2,12,9,7,10,5,1,1,3,1,2,12,0,1,0,2,3,2,6,2,2,10,0,0,0,2,6,0,1,2,8,5,4,0,6,1,0,0,8,0,0,2,0,4,3,3,1,6,8,5,0,0,0,0,4,11,1,3,9,5,8,2,4,1,0,0,20,2,3,4,4,3,1,9,2,5,1,1,9,6,3,2,3,1,0
"signal8",2,16,0,2,1,5,0,1,7,0,0,6,0,1,1,0,0,8,8,14,1,3,1,14,7,4,9,2,4,2,4,4,5,1,11,11,5,2,0,0,1,3,0,2,3,2,1,3,5,3,3,1,2,5,0,4,3,3,1,2,0,3,0,4,0,0,7,0,1,2,10,7,1,11,2,4,6,2,11,4,3,13,0,2,10,2,1,1,0,19,11,5,2,21,0,1,5,6,4,2
"signal9",0,1,0,4,6,1,7,0,9,0,2,3,10,3,1,1,1,5,6,4,6,2,2,7,8,5,10,0,1,2,3,1,0,12,12,2,1,10,3,0,3,2,0,3,3,16,3,1,4,7,5,3,4,13,0,0,1,5,2,3,0,4,12,9,1,1,2,0,2,0,5,1,2,4,2,16,0,1,2,0,0,19,2,3,8,1,2,1,0,3,10,6,1,2,2,10,6,1,4,2
"signal10",6,1,2,2,6,2,4,2,3,0,4,1,2,4,0,0,3,17,14,9,5,1,2,3,3,0,6,1,2,0,1,5,2,2,8,5,6,13,1,2,0,3,0,7,2,6,3,2,3,10,6,3,1,0,0,1,3,10,1,4,1,3,5,4,2,0,1,1,0,0,28,3,5,10,1,0,2,0,14,0,0,4,7,0,5,1,1,1,4,7,3,1,1,2,6,5,8,13,1,0
